nombre,codigo_centro,titularidad,tipo_centro,etapas,dificil_desempeño,lat,lng,zona,direccion,cp,municipio,provincia,telefono,fax,email,web,horario,jornada_partida,bilingüe
C.P.R. Jaraíz de la Vera,10700024,Centro Público,Centro de Profesores y Recursos (C.P.R.),Formación del Profesorado,No,40.05566,-5.75804,7,"Avda. De la Constitución, 7",10400,Jaraíz de la Vera,Cáceres,927014822,927014824,cpr.jaraizdelavera@edu.juntaex.es,https://cprjaraiz.juntaextremadura.net,Mañana / Tarde,No,No
C.P.R. Navalmoral de la Mata,10700036,Centro Público,Centro de Profesores y Recursos (C.P.R.),Formación del Profesorado,No,39.89602,-5.53704,8,"Avda. San Isidro, 10",10300,Navalmoral de la Mata,Cáceres,927016720,927016721,cpr.navalmoral@edu.juntaex.es,https.//,Mañana / Tarde,No,No
C.P.R. Plasencia,10700048,Centro Público,Centro de Profesores y Recursos (C.P.R.),Formación del Profesorado,No,40.03536,-6.08404,7,"Virgen del Puerto, 2",10600,Plasencia,Cáceres,927017947,927017946,cpr.plasencia@edu.juntaex.es,https://cprplasencia.juntaextremadura.net,Mañana / Tarde,No,No
C.P.R. Trujillo,10700231,Centro Público,Centro de Profesores y Recursos (C.P.R.),Formación del Profesorado,No,39.45526,-5.88667,8,"Avda. Ramón y Cajal, S / N",10200,Trujillo,Cáceres,927027756,927027758,cpr.trujillo@edu.juntaex.es,https://cprtrujillo.juntaextremadura.net/web/index.php,Mañana / Tarde,No,No
C.R.A. Gloria Fuertes (Novelda del Guadiana),6007119,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.93893,-6.83511,1,"Escuelas, S / N",06183,"Alcazaba
Novelda del Guadiana (Cabecera)
Sagrajas",Badajoz,"924013540
924013590
924013544",924475059,cra.gloriafuertesnoveld@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Gloria Fuertes (Alcazaba),6007119,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.95349,-6.74123,1,"Alameda, 4",06182,"Alcazaba
Novelda del Guadiana (Cabecera)
Sagrajas",Badajoz,"924013540
924013590
924013544",924475059,cra.gloriafuertesnoveld@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Gloria Fuertes (Sagrajas),6007119,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.92282,-6.90132,1,"Roda Norte, S / N",06183,"Alcazaba
Novelda del Guadiana (Cabecera)
Sagrajas",Badajoz,"924013540
924013590
924013544",924475059,cra.gloriafuertesnoveld@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Extremadura (Alconera),6006942,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.39761,-6.47710,4,"Los Rosales, 1",06393,"Alconera (Cabecera)
Atalaya
La Lapa
Valverde de Burguillos",Badajoz,"924029550
924560257
924553101
924029808","924029551
924560257
924553101
924029809",cra.extremadura@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Extremadura (Atalaya),6006942,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.33575,-6.47347,4,"Zafra,10",06393,"Alconera (Cabecera)
Atalaya
La Lapa
Valverde de Burguillos",Badajoz,"924029550
924560257
924553101
924029808","924029551
924560257
924553101
924029809",cra.extremadura@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Extremadura (La Lapa),6006942,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.45397,-6.51880,4,"Alegría, S / N",06393,"Alconera (Cabecera)
Atalaya
La Lapa
Valverde de Burguillos",Badajoz,"924029550
924560257
924553101
924029808","924029551
924560257
924553101
924029809",cra.extremadura@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Extremadura (Valverde de Burguillos),6006942,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.32941,-6.53592,4,"Muñoz Torrero, S / N",06393,"Alconera (Cabecera)
Atalaya
La Lapa
Valverde de Burguillos",Badajoz,"924029550
924560257
924553101
924029808","924029551
924560257
924553101
924029809",cra.extremadura@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Garbayuela (Garbayuela),6006991,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,39.05128,-4.99613,3,"Calvario, S / N",06690,"Baterno
Garbayuela (Cabecera)
Tamurejo",Badajoz,"924019797
924019957
924019800","924019957
924019957
924019801",cra.garbayuela@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Garbayuela (Baterno),6006991,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.95488,-4.90821,3,"Cruz, S / N",06690,"Baterno
Garbayuela (Cabecera)
Tamurejo",Badajoz,"924019797
924019957
924019800","924019957
924019957
924019801",cra.garbayuela@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Garbayuela (Tamurejo),6006991,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.98904,-4.94524,3,"Ronda Siberia, S / N",06690,"Baterno
Garbayuela (Cabecera)
Tamurejo",Badajoz,"924019797
924019957
924019800","924019957
924019957
924019801",cra.garbayuela@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Ntra. Sra. De la Paz (Valuengo),6007089,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.27439,-6.74366,4,"Plaza de España, 13",06389,"La Bazana
Brovales
Valle de Matamoros
Valuengo (Cabecera)",Badajoz,"924025616
924025608
924025620
924025778","924025617
924025609
924025621
924025779",cra.ntrasradelapaz@edu.juntaex.es,https://cranslapaz.educarex.es/,Mañana,No,No
C.R.A. Ntra. Sra. De la Paz (La Bazana),6007089,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.27405,-6.74302,4,"Travesía Ronda Exterior, ",06389,"La Bazana
Brovales
Valle de Matamoros
Valuengo (Cabecera)",Badajoz,"924025616
924025608
924025620
924025778","924025617
924025609
924025621
924025779",cra.ntrasradelapaz@edu.juntaex.es,https://cranslapaz.educarex.es/,Mañana,No,No
C.R.A. Ntra. Sra. De la Paz (Brovales),6007089,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.35044,-6.68359,4,"Plaza de la Constitución, S / N",06389,"La Bazana
Brovales
Valle de Matamoros
Valuengo (Cabecera)",Badajoz,"924025616
924025608
924025620
924025778","924025617
924025609
924025621
924025779",cra.ntrasradelapaz@edu.juntaex.es,https://cranslapaz.educarex.es/,Mañana,No,No
C.R.A. Ntra. Sra. De la Paz (Valle de Matamoros),6007089,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.38181,-6.80916,4,"Borbollan, 35",06389,"La Bazana
Brovales
Valle de Matamoros
Valuengo (Cabecera)",Badajoz,"924025616
924025608
924025620
924025778","924025617
924025609
924025621
924025779",cra.ntrasradelapaz@edu.juntaex.es,https://cranslapaz.educarex.es/,Mañana,No,No
C.R.A. Virgen del Rosario (Peñalsordo),6007053,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.81954,-5.11215,3,"General Yagüe, 19",06610,"Peñalsordo (Cabecera)
Capilla
Zarza-Capilla",Badajoz,"924019952
924019812
924019960","924019953
924019961
924019959",cra.virgendelrosario@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Virgen del Rosario (Capilla),6007053,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,3,,06610,"Peñalsordo (Cabecera)
Capilla
Zarza-Capilla",Badajoz,"924019952
924019812
924019960","924019953
924019961
924019959",cra.virgendelrosario@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Virgen del Rosario (Zarza-Capilla),6007053,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,3,,06610,"Peñalsordo (Cabecera)
Capilla
Zarza-Capilla",Badajoz,"924019952
924019812
924019960","924019953
924019961
924019959",cra.virgendelrosario@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Gloria Fuertes (Fuente del Arco),6007077,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.15462,-5.89915,4,"Avda. Constitución, s/n",06980,"Casas de Reina
Fuente del Arco (Cabecera)
Reina
Trasierra",Badajoz,"924026574
924026550
924026578
924026582","924026575
924026551
924026579
924026583",cra.gloriafuertes@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Gloria Fuertes (Casas de Reina),6007077,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,4,,06980,"Casas de Reina
Fuente del Arco (Cabecera)
Reina
Trasierra",Badajoz,"924026574
924026550
924026578
924026582","924026575
924026551
924026579
924026583",cra.gloriafuertes@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Gloria Fuertes (Reina),6007077,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,4,,06980,"Casas de Reina
Fuente del Arco (Cabecera)
Reina
Trasierra",Badajoz,"924026574
924026550
924026578
924026582","924026575
924026551
924026579
924026583",cra.gloriafuertes@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Gloria Fuertes (Trasierra),6007077,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,4,,06980,"Casas de Reina
Fuente del Arco (Cabecera)
Reina
Trasierra",Badajoz,"924026574
924026550
924026578
924026582","924026575
924026551
924026579
924026583",cra.gloriafuertes@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Tierra de Barros (Corte de Peleas),6006929,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.72706,-6.66680,2,"Avda. De Extremadura, 85",06196,"Corte de Peleas (Cabecera)
Entrín Bajo
Retamal",Badajoz,"924017790
924481010","924017791
924481011",cra.tierradebarros@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Tierra de Barros (Entrín Bajo),6006929,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,2,,06196,"Corte de Peleas (Cabecera)
Entrín Bajo
Retamal",Badajoz,"924017790
924481010","924017791
924481011",cra.tierradebarros@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Tierra de Barros (Retamal),6006929,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,2,,06196,"Corte de Peleas (Cabecera)
Entrín Bajo
Retamal",Badajoz,"924017790
924481010","924017791
924481011",cra.tierradebarros@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. La Encina (Valdetorres),6006930,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.91366,-6.07082,2,"Gabriel y Galán, 26",06474,"Cristina
Manchita
Valdetorres (Cabecera)",Badajoz,"924024550
924024554
924024514","924024551
924024555
924024515",cra.laencina@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. La Encina (Cristina),6006930,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,2,,06474,"Cristina
Manchita
Valdetorres (Cabecera)",Badajoz,"924024550
924024554
924024514","924024551
924024555
924024515",cra.laencina@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. La Encina (Manchita),6006930,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,2,,06474,"Cristina
Manchita
Valdetorres (Cabecera)",Badajoz,"924024550
924024554
924024514","924024551
924024555
924024515",cra.laencina@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. La Espiga (Zurbarán),6007090,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,39.06510,-5.72500,3,"San Agustín, S / N",06712,"El Torviscal
Palazuelo
Zurbarán (Cabecera)",Badajoz,"924021796
924021792
924021944","924021797
924021793
924021945",cra.laespiga@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. La Espiga (El Torviscal),6007090,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,3,,06712,"El Torviscal
Palazuelo
Zurbarán (Cabecera)",Badajoz,"924021796
924021792
924021944","924021797
924021793
924021945",cra.laespiga@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. La Espiga (Palazuelo),6007090,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,3,,06712,"El Torviscal
Palazuelo
Zurbarán (Cabecera)",Badajoz,"924021796
924021792
924021944","924021797
924021793
924021945",cra.laespiga@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Esparragosa de la Serena,6007120,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,38.65125,-5.60618,3,"Pedro de Valdivia, 12",06439,Esparragosa de la Serena,Badajoz,924020708,924020709,cra.esparragosadelaserena@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. de Garlitos (Garlitos),6007132,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,3,"Las Eras, S / N",06656,"Garlitos (Cabecera)
Sancti-Spíritus",Badajoz,924019949,924019948,cra.garlitos@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. de Garlitos (Sancti-Spíritus),6007132,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,3,,06656,"Garlitos (Cabecera)
Sancti-Spíritus",Badajoz,924019949,924019948,cra.garlitos@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Río Viar (Puebla del Maestre),6007004,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,4,"Pza. Manuel Durán, S / N",06906,"Pallarés
Puebla del Maestre (Cabecera)
Santa María de la nava
Montemolín",Badajoz,"924023666
924023655
924023670
924023662","924023667
924023654
924023671
924023663",cra.puebladelmaestre@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Río Viar (Pallares),6007004,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,4,,06906,"Pallares
Puebla del Maestre (Cabecera)
Santa María de la nava
Montemolín",Badajoz,"924023666
924023655
924023670
924023662","924023667
924023654
924023671
924023663",cra.puebladelmaestre@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Río Viar (Santa María de la Nava),6007004,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,4,,06906,"Pallarés
Puebla del Maestre (Cabecera)
Santa María de la nava
Montemolín",Badajoz,"924023666
924023655
924023670
924023662","924023667
924023654
924023671
924023663",cra.puebladelmaestre@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Río Viar (Montemolín),6007004,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,4,,06906,"Pallarés
Puebla del Maestre (Cabecera)
Santa María de la nava
Montemolín",Badajoz,"924023666
924023655
924023670
924023662","924023667
924023654
924023671
924023663",cra.puebladelmaestre@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Lacipea (Villar de Rena),6007065,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,3,"Reyes Huertas, 19",06980,"Rena
Villar de Rena (Cabecera)
Puebla de Alcollarín",Badajoz,"924021788
924021948
924021784","924021789
924021949
924021785",cra.lacipea@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Lacipea (Rena),6007065,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,3,,06980,"Rena
Villar de Rena (Cabecera)
Puebla de Alcollarín",Badajoz,"924021788
924021948
924021784","924021789
924021949
924021785",cra.lacipea@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Lacipea (Puebla de Alcollarín),6007065,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,3,,06980,"Rena
Villar de Rena (Cabecera)
Puebla de Alcollarín",Badajoz,"924021788
924021948
924021784","924021789
924021949
924021785",cra.lacipea@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. La Raya (San Francisco de Olivenza),6007016,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,1,"Pza. De las Escuelas, S / N",06109,"San Benito de Contienda
San Francisco de Olivenza (Cabecera)
San Jorge de Alor
San Rafael de Olivenza",Badajoz,"924013175
924013175
924013183
924013187","924013176
924013176
924013184
924013188",cra.laraya@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. La Raya (San Benito de la Contienda),6007016,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,1,,06109,"San Benito de Contienda
San Francisco de Olivenza (Cabecera)
San Jorge de Alor
San Rafael de Olivenza",Badajoz,"924013175
924013175
924013183
924013187","924013176
924013176
924013184
924013188",cra.laraya@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. La Raya (San Jorge de Alor),6007016,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,1,,06109,"San Benito de Contienda
San Francisco de Olivenza (Cabecera)
San Jorge de Alor
San Rafael de Olivenza",Badajoz,"924013175
924013175
924013183
924013187","924013176
924013176
924013184
924013188",cra.laraya@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. La Raya (San Rafael de Olivenza),6007016,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,1,,06109,"San Benito de Contienda
San Francisco de Olivenza (Cabecera)
San Jorge de Alor
San Rafael de Olivenza",Badajoz,"924013175
924013175
924013183
924013187","924013176
924013176
924013184
924013188",cra.laraya@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Vía de la Plata (Baños de Montemayor),10007781,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,Eras S / N,10750,"Valdelamatanza
Aldeanueva del Camino
Baños de Montemayor (Cabecera)
Garganta, La
Gargantilla
Segura de Toro",Cáceres,"923479015
927484126
927488350
927464577
927484314
927484172","923479016
927484150
927488350
927464584
927484168
927484241",cra.viadelaplata@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Vía de la Plata (Valdelamatanza),10007781,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,,10750,"Valdelamatanza
Aldeanueva del Camino
Baños de Montemayor (Cabecera)
Garganta, La
Gargantilla
Segura de Toro",Cáceres,"923479015
927484126
927488350
927464577
927484314
927484172","923479016
927484150
927488350
927464584
927484168
927484241",cra.viadelaplata@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Vía de la Plata (Aldeanueva del Camino),10007781,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,,10750,"Valdelamatanza
Aldeanueva del Camino
Baños de Montemayor (Cabecera)
Garganta, La
Gargantilla
Segura de Toro",Cáceres,"923479015
927484126
927488350
927464577
927484314
927484172","923479016
927484150
927488350
927464584
927484168
927484241",cra.viadelaplata@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Vía de la Plata (La Garganta),10007781,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,,10750,"Valdelamatanza
Aldeanueva del Camino
Baños de Montemayor (Cabecera)
Garganta, La
Gargantilla
Segura de Toro",Cáceres,"923479015
927484126
927488350
927464577
927484314
927484172","923479016
927484150
927488350
927464584
927484168
927484241",cra.viadelaplata@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Vía de la Plata (Gargantilla),10007781,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,,10750,"Valdelamatanza
Aldeanueva del Camino
Baños de Montemayor (Cabecera)
Garganta, La
Gargantilla
Segura de Toro",Cáceres,"923479015
927484126
927488350
927464577
927484314
927484172","923479016
927484150
927488350
927464584
927484168
927484241",cra.viadelaplata@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Vía de la Plata (Segura de Toro),10007781,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,,10750,"Valdelamatanza
Aldeanueva del Camino
Baños de Montemayor (Cabecera)
Garganta, La
Gargantilla
Segura de Toro",Cáceres,"923479015
927484126
927488350
927464577
927484314
927484172","923479016
927484150
927488350
927464584
927484168
927484241",cra.viadelaplata@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Ambroz (Zarza de Granadilla),10007860,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,"Las Cruces, S / N",10710,"Abadía
Casas del Monte
Granja, La
Zarza de Granadilla (Cabecera)",Cáceres,"927014894
927179016
927014898
927014979","927014895

927014899
927014979",cra.ambroz@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Ambroz (Abadía),10007860,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,,10710,"Abadía
Casas del Monte
Granja, La
Zarza de Granadilla (Cabecera)",Cáceres,"927014894
927179016
927014898
927014979","927014895

927014899
927014979",cra.ambroz@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Ambroz (Casas del Monte),10007860,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,,10710,"Abadía
Casas del Monte
Granja, La
Zarza de Granadilla (Cabecera)",Cáceres,"927014894
927179016
927014898
927014979","927014895

927014899
927014979",cra.ambroz@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Ambroz (La Granja),10007860,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,,10710,"Abadía
Casas del Monte
Granja, La
Zarza de Granadilla (Cabecera)",Cáceres,"927014894
927179016
927014898
927014979","927014895

927014899
927014979",cra.ambroz@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Llanos de la Vega (Campo Lugar),10007835,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,8,"Libertad, 1",10134,"Alcollarín
Villamesías
Campo Lugar (Cabecera)
Abertura
Pizarro",Cáceres,"927029508
927029516
927029610
927029504
927029512","927029509
927029517
927029611
927029505
927029513",cra.llanosdelavega@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Llanos de la Vega (Alcollarín),10007835,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,8,,10134,"Alcollarín
Villamesías
Campo Lugar (Cabecera)
Abertura
Pizarro",Cáceres,"927029508
927029516
927029610
927029504
927029512","927029509
927029517
927029611
927029505
927029513",cra.llanosdelavega@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Llanos de la Vega (Villamesías),10007835,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,8,,10134,"Alcollarín
Villamesías
Campo Lugar (Cabecera)
Abertura
Pizarro",Cáceres,"927029508
927029516
927029610
927029504
927029512","927029509
927029517
927029611
927029505
927029513",cra.llanosdelavega@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Llanos de la Vega (Abertura),10007835,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,8,,10134,"Alcollarín
Villamesías
Campo Lugar (Cabecera)
Abertura
Pizarro",Cáceres,"927029508
927029516
927029610
927029504
927029512","927029509
927029517
927029611
927029505
927029513",cra.llanosdelavega@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Llanos de la Vega (Pizarro),10007835,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,8,,10134,"Alcollarín
Villamesías
Campo Lugar (Cabecera)
Abertura
Pizarro",Cáceres,"927029508
927029516
927029610
927029504
927029512","927029509
927029517
927029611
927029505
927029513",cra.llanosdelavega@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. La Paz (Santibáñez el Bajo),10008256,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,"Ejido, 12",10666,"Aceituna
Guijo de Granadilla
Santibáñez el Bajo (Cabecera)",Cáceres,"927015600
927015604
927015644","927015601
927015605
927015645",cra.lapaz@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. La Paz (Aceituna),10008256,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,,10666,"Aceituna
Guijo de Granadilla
Santibáñez el Bajo (Cabecera)",Cáceres,"927015600
927015604
927015644","927015601
927015605
927015645",cra.lapaz@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. La Paz (Guijo de Granadilla),10008256,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,,10666,"Aceituna
Guijo de Granadilla
Santibáñez el Bajo (Cabecera)",Cáceres,"927015600
927015604
927015644","927015601
927015605
927015645",cra.lapaz@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Valle del Alagón (Alagón del Río),10008001,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,"Ronda Duero, 2",10690,"Aldehuela de Jerte
Alagón del Río (Cabecera)
Pradochano
San Gil",Cáceres,"927017725
927017701
927017729
927017761","927017724
927017700
927017728
927017960",cra.valledealagon@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Valle del Alagón (Aldehuela del Jerte),10008001,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,,10690,"Aldehuela de Jerte
Alagón del Río (Cabecera)
Pradochano
San Gil",Cáceres,"927017725
927017701
927017729
927017761","927017724
927017700
927017728
927017960",cra.valledealagon@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Valle del Alagón (Pradochano),10008001,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,,10690,"Aldehuela de Jerte
Alagón del Río (Cabecera)
Pradochano
San Gil",Cáceres,"927017725
927017701
927017729
927017761","927017724
927017700
927017728
927017960",cra.valledealagon@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Valle del Alagón (San Gil),10008001,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,7,,10690,"Aldehuela de Jerte
Alagón del Río (Cabecera)
Pradochano
San Gil",Cáceres,"927017725
927017701
927017729
927017761","927017724
927017700
927017728
927017960",cra.valledealagon@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Orden de Santiago (Montánchez),10007823,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,5,"Cerca de las Torres, S / N",10170,"Albalá
Montánchez (Cabecera)
Salvatierra de Santiago
Torre de Santa María
Zarza de Montánchez",Cáceres,"927023570
927023516
927337105
927023578
927023578","927023571
927023516
927337105
927023579
927023579",cra.montanchez@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Orden de Santiago (Albalá),10007823,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,5,,10170,"Albalá
Montánchez (Cabecera)
Salvatierra de Santiago
Torre de Santa María
Zarza de Montánchez",Cáceres,"927023570
927023516
927337105
927023578
927023578","927023571
927023516
927337105
927023579
927023579",cra.montanchez@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Orden de Santiago (Salvatierra de Santiago),10007823,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,5,,10170,"Albalá
Montánchez (Cabecera)
Salvatierra de Santiago
Torre de Santa María
Zarza de Montánchez",Cáceres,"927023570
927023516
927337105
927023578
927023578","927023571
927023516
927337105
927023579
927023579",cra.montanchez@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Orden de Santiago (Torre de Santa María),10007823,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,5,,10170,"Albalá
Montánchez (Cabecera)
Salvatierra de Santiago
Torre de Santa María
Zarza de Montánchez",Cáceres,"927023570
927023516
927337105
927023578
927023578","927023571
927023516
927337105
927023579
927023579",cra.montanchez@edu.juntaex.es,https.//,Mañana,No,No
C.R.A. Orden de Santiago (Zarza de Montánchez),10007823,Centro Público,Centro Rural Agrupado (C.R.A.),Infantil / Primaria,No,,,5,,10170,"Albalá
Montánchez (Cabecera)
Salvatierra de Santiago
Torre de Santa María
Zarza de Montánchez",Cáceres,"927023570
927023516
927337105
927023578
927023578","927023571
927023516
927337105
927023579
927023579",cra.montanchez@edu.juntaex.es,https.//,Mañana,No,No
